v, x, y
0.8, 0.405, -0.5
0.8, 0.4075, -0.5
0.8, 0.41000000000000003, -0.5
0.8, 0.4125, -0.5
0.8, 0.41500000000000004, -0.5
0.8, 0.4175, -0.5
0.8, 0.42000000000000004, -0.5
0.8, 0.4225, -0.5
0.8, 0.42500000000000004, -0.5
0.8, 0.4275, -0.5
0.8, 0.43000000000000005, -0.5
0.8, 0.4325, -0.5
0.8, 0.43500000000000005, -0.5
0.8, 0.4375, -0.5
0.8, 0.44000000000000006, -0.5
0.8, 0.4425, -0.5
0.8, 0.44500000000000006, -0.5
0.8, 0.4475, -0.5
0.8, 0.45000000000000007, -0.5
0.8, 0.4525, -0.5
0.8, 0.45500000000000007, -0.5
0.8, 0.4575, -0.5
0.8, 0.45999999999999996, -0.5
0.8, 0.4625, -0.5
0.8, 0.46499999999999997, -0.5
0.8, 0.4675, -0.5
0.8, 0.47, -0.5
0.8, 0.47250000000000003, -0.5
0.8, 0.475, -0.5
0.8, 0.47750000000000004, -0.5
0.8, 0.48, -0.5
0.8, 0.48250000000000004, -0.5
0.8, 0.485, -0.5
0.8, 0.48750000000000004, -0.5
0.8, 0.49, -0.5
0.8, 0.49250000000000005, -0.5
0.8, 0.495, -0.5
0.8, 0.49750000000000005, -0.5
0.0, 0.5, -0.5
0.0, -0.5, -0.4975
0.400038952434848, -0.4975, -0.4975
0.5582000853614699, -0.495, -0.4975
0.6326055792652824, -0.4925, -0.4975
0.6733595733443483, -0.49, -0.4975
0.6984940416791678, -0.4875, -0.4975
0.7154098824962872, -0.485, -0.4975
0.7275418638398922, -0.4825, -0.4975
0.7366623652651498, -0.48, -0.4975
0.7437690105021475, -0.4775, -0.4975
0.7494638792681347, -0.475, -0.4975
0.7541312048794377, -0.4725, -0.4975
0.7580275308897331, -0.47, -0.4975
0.7613306188089238, -0.4675, -0.4975
0.7641675085291366, -0.46499999999999997, -0.4975
0.7666313942583943, -0.4625, -0.4975
0.7687921873497419, -0.46, -0.4975
0.7707033575466522, -0.4575, -0.4975
0.7724064967351896, -0.455, -0.4975
0.7739344429091781, -0.4525, -0.4975
0.7753134676476694, -0.45, -0.4975
0.7765648389668299, -0.4475, -0.4975
0.7777059581388899, -0.445, -0.4975
0.7787512000617064, -0.4425, -0.4975
0.7797125435998957, -0.44, -0.4975
0.7806000506821424, -0.4375, -0.4975
0.7814222348597932, -0.435, -0.4975
0.7821863479774869, -0.4325, -0.4975
0.7828986054222504, -0.43, -0.4975
